,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
518,Renault Scenic,1799,Renault,Scenic,2010,160 000 km,Benzina + GPL,135 CP,1 998 cm3,,,Automata,Monovolum,,,
519,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
520,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
521,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
522,Porsche Cayenne Coupe Standard,137899,Porsche,Cayenne Coupe,2023,4 209 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
523,BMW X5 xDrive45e,76707,BMW,X5,2021,24 750 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
524,BMW X7 xDrive40d MHEV,102850,BMW,X7,2021,32 335 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
525,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
526,Lamborghini URUS,329900,Lamborghini,URUS,2019,35 800 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
527,BMW X5,91940,BMW,X5,2021,6 358 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
528,Mercedes-Benz CL 500 7G-TRONIC,13490,Mercedes-Benz,CL,2007,157 686 km,Benzina,388 CP,5 461 cm3,Spate,,Automata,Coupe,,,
529,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
530,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
531,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
532,Toyota Prius,7400,Toyota,Prius,2012,253 000 km,Benzina,99 CP,1 798 cm3,Fata,,Automata,Sedan,,,
533,BMW Seria 4,29600,BMW,Seria 4,2014,95 000 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Coupe,,,
534,Mazda CX-5 CD175 4x4 AT Revolution,11000,Mazda,CX-5,2014,219 500 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
535,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
536,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
537,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
538,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
539,BMW X7 xDrive40d MHEV,102850,BMW,X7,2021,32 335 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
540,BMW X5,96900,BMW,X5,2021,26 665 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
541,BMW X7,98720,BMW,X7,2021,26 759 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
542,Porsche Cayenne Standard,99900,Porsche,Cayenne,2023,9 900 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
543,Lamborghini URUS,329900,Lamborghini,URUS,2019,35 800 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
544,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
545,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
546,Ford Kuga,27999,Ford,Kuga,2022,22 567 km,Benzina,150 CP,1 496 cm3,,Euro 6,Manuala,SUV,,Da,Da
547,Mazda CX-5 CD175 4x4 AT Revolution,11000,Mazda,CX-5,2014,219 500 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
548,Ford Kuga 2.0 TDCi 4WD Powershift Titanium,7890,Ford,Kuga,2011,210 442 km,Diesel,163 CP,1 997 cm3,4x4 (automat),,Automata,SUV,,,
549,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
550,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
551,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
552,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
553,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
554,BMW X7 xDrive40d MHEV,102850,BMW,X7,2021,32 335 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
555,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
556,BMW X5,96900,BMW,X5,2021,26 665 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
557,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
558,BMW X5,91940,BMW,X5,2021,6 358 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
559,Mercedes-Benz CL 500 7G-TRONIC,13490,Mercedes-Benz,CL,2007,157 686 km,Benzina,388 CP,5 461 cm3,Spate,,Automata,Coupe,,,
560,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
561,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
562,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
563,Mercedes-Benz E,18600,Mercedes-Benz,E,2015,133 500 km,Diesel,130 CP,2 143 cm3,,Euro 6,Automata,Sedan,,Da,Da
564,Ford Kuga,27999,Ford,Kuga,2022,22 567 km,Benzina,150 CP,1 496 cm3,,Euro 6,Manuala,SUV,,Da,Da
565,BMW Seria 4,29600,BMW,Seria 4,2014,95 000 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Coupe,,,
566,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
567,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
568,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
569,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
570,Audi A8,137980,Audi,A8,2022,11 580 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
571,Land Rover Defender,84980,Land Rover,Defender,2021,26 900 km,Diesel,240 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
572,BMW X5 xDrive45e,76707,BMW,X5,2021,24 750 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
573,Porsche Cayenne Standard,99900,Porsche,Cayenne,2023,9 900 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
574,Lamborghini URUS,329900,Lamborghini,URUS,2019,35 800 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
575,BMW X5 xDrive30d,76530,BMW,X5,2020,6 050 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
576,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
577,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
578,Toyota Prius,7400,Toyota,Prius,2012,253 000 km,Benzina,99 CP,1 798 cm3,Fata,,Automata,Sedan,,,
579,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
580,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
581,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
582,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
583,Porsche Cayenne Coupe Standard,137899,Porsche,Cayenne Coupe,2023,4 209 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
584,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
585,Porsche Cayenne Standard,99900,Porsche,Cayenne,2023,9 900 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
586,Lamborghini URUS,329900,Lamborghini,URUS,2019,35 800 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
587,BMW X5,91940,BMW,X5,2021,6 358 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
588,BMW X5 xDrive30d,76530,BMW,X5,2020,6 050 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
589,BMW X5 xDrive30d,82990,BMW,X5,2021,15 900 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
590,Mercedes-Benz CL 500 7G-TRONIC,13490,Mercedes-Benz,CL,2007,157 686 km,Benzina,388 CP,5 461 cm3,Spate,,Automata,Coupe,,,
591,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
592,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
593,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
594,Toyota Prius,7400,Toyota,Prius,2012,253 000 km,Benzina,99 CP,1 798 cm3,Fata,,Automata,Sedan,,,
595,BMW Seria 4,29600,BMW,Seria 4,2014,95 000 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Coupe,,,
596,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
597,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
598,Audi Q3 2.0 TDI Quattro Stronic,17850,Audi,Q3,2016,141 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
599,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
600,Audi A8,137980,Audi,A8,2022,11 580 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
601,BMW X5 xDrive45e,76707,BMW,X5,2021,24 750 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
602,BMW X7 xDrive40d MHEV,102850,BMW,X7,2021,32 335 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
603,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
604,BMW X7,98720,BMW,X7,2021,26 759 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
605,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
606,Lamborghini URUS,329900,Lamborghini,URUS,2019,35 800 km,Benzina,650 CP,3 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
607,BMW X5 xDrive30d,82990,BMW,X5,2021,15 900 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
608,Mercedes-Benz CL 500 7G-TRONIC,13490,Mercedes-Benz,CL,2007,157 686 km,Benzina,388 CP,5 461 cm3,Spate,,Automata,Coupe,,,
609,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
610,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
611,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
612,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
613,Mercedes-Benz E,18600,Mercedes-Benz,E,2015,133 500 km,Diesel,130 CP,2 143 cm3,,Euro 6,Automata,Sedan,,Da,Da
614,Renault Scenic,1799,Renault,Scenic,2010,160 000 km,Benzina + GPL,135 CP,1 998 cm3,,,Automata,Monovolum,,,
615,Ford Kuga 2.0 TDCi 4WD Powershift Titanium,7890,Ford,Kuga,2011,210 442 km,Diesel,163 CP,1 997 cm3,4x4 (automat),,Automata,SUV,,,
616,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
617,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
618,Porsche Cayenne Coupe,93900,Porsche,Cayenne Coupe,2019,69 500 km,Benzina,440 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,Germania,Da,Da
619,Porsche Cayenne Coupe Standard,137899,Porsche,Cayenne Coupe,2023,4 209 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
620,BMW X5 xDrive45e,76707,BMW,X5,2021,24 750 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
621,BMW X7 xDrive40d MHEV,102850,BMW,X7,2021,32 335 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
622,BMW X7,98720,BMW,X7,2021,26 759 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
623,Mercedes-Benz CL 500 7G-TRONIC,13490,Mercedes-Benz,CL,2007,157 686 km,Benzina,388 CP,5 461 cm3,Spate,,Automata,Coupe,,,
624,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
625,Toyota Prius,7400,Toyota,Prius,2012,253 000 km,Benzina,99 CP,1 798 cm3,Fata,,Automata,Sedan,,,
626,Mercedes-Benz E,18600,Mercedes-Benz,E,2015,133 500 km,Diesel,130 CP,2 143 cm3,,Euro 6,Automata,Sedan,,Da,Da
627,Ford Kuga,27999,Ford,Kuga,2022,22 567 km,Benzina,150 CP,1 496 cm3,,Euro 6,Manuala,SUV,,Da,Da
628,BMW Seria 4,29600,BMW,Seria 4,2014,95 000 km,Benzina,245 CP,1 997 cm3,,Euro 6,Automata,Coupe,,,
629,Renault Scenic,1799,Renault,Scenic,2010,160 000 km,Benzina + GPL,135 CP,1 998 cm3,,,Automata,Monovolum,,,
630,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
631,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
632,Mazda CX-5,29979,Mazda,CX-5,2020,62 000 km,Diesel,184 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
633,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
634,Audi A8,137980,Audi,A8,2022,11 580 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
635,Land Rover Defender,84980,Land Rover,Defender,2021,26 900 km,Diesel,240 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
636,BMW X5,96900,BMW,X5,2021,26 665 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
637,Porsche Cayenne Standard,99900,Porsche,Cayenne,2023,9 900 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
638,BMW X5 xDrive30d,82990,BMW,X5,2021,15 900 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
639,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
640,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
641,Fiat Sedici 1.9 Multijet Dynamic,3150,Fiat,Sedici,2006,290 000 km,Diesel,120 CP,1 910 cm3,4x4 (automat),,Manuala,SUV,,,
642,Ford Kuga,27999,Ford,Kuga,2022,22 567 km,Benzina,150 CP,1 496 cm3,,Euro 6,Manuala,SUV,,Da,Da
643,Renault Scenic,1799,Renault,Scenic,2010,160 000 km,Benzina + GPL,135 CP,1 998 cm3,,,Automata,Monovolum,,,
644,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT Invincible,55950,Toyota,Hilux,2023,15 km,Diesel,204 CP,2 755 cm3,,,Automata,SUV,,,
645,BMW Seria 3,8400,BMW,Seria 3,2008,268 320 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Automata,Cabrio,Belgia,,
646,Opel Tigra,2400,Opel,Tigra,2004,160 000 km,Benzina,90 CP,1 364 cm3,Fata,,Manuala,Cabrio,,,
647,Toyota Corolla Sedan 1.8 HSD Dynamic,20000,Toyota,Corolla,2020,61 000 km,Hibrid,97 CP,1 798 cm3,,,Automata,Sedan,,,
648,Ford Kuga 2.0 TDCi 4WD Powershift Titanium,7890,Ford,Kuga,2011,210 442 km,Diesel,163 CP,1 997 cm3,4x4 (automat),,Automata,SUV,,,
649,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
650,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
651,Audi A8,137980,Audi,A8,2022,11 580 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
652,Porsche Cayenne Coupe Standard,137899,Porsche,Cayenne Coupe,2023,4 209 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
653,Porsche Cayenne Coupe Standard,104890,Porsche,Cayenne Coupe,2022,6 999 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
654,BMW X5,96900,BMW,X5,2021,26 665 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
655,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
656,Porsche Cayenne Standard,99900,Porsche,Cayenne,2023,9 900 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
657,BMW X5,91940,BMW,X5,2021,6 358 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
658,BMW X5 xDrive30d,76530,BMW,X5,2020,6 050 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
659,BMW X5 xDrive30d,82990,BMW,X5,2021,15 900 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
660,Mercedes-Benz CL 500 7G-TRONIC,13490,Mercedes-Benz,CL,2007,157 686 km,Benzina,388 CP,5 461 cm3,Spate,,Automata,Coupe,,,
661,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
662,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
663,Toyota Hilux 2.8D 204CP 4x4 Double Cab AT Invincible,55950,Toyota,Hilux,2023,15 km,Diesel,204 CP,2 755 cm3,,,Automata,SUV,,,
664,Volkswagen Golf 1.4 TSI Comfortline,6200,Volkswagen,Golf,2009,240 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
665,BMW Seria 3,8400,BMW,Seria 3,2008,268 320 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Automata,Cabrio,Belgia,,
666,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
667,Hyundai H-1 2.5 CRDi Travel Premium,9000,Hyundai,H-1,2009,26 000 km,Diesel,170 CP,2 497 cm3,Spate,,Manuala,Monovolum,,,Da
668,Dacia Spring Comfort Plus,12500,Dacia,Spring,2021,19 983 km,Electric,44 CP,,Fata,,Automata,Masina de oras,Romania,Da,Da
669,BMW X7 xDrive40d MHEV,102850,BMW,X7,2021,32 335 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
670,BMW X7,98720,BMW,X7,2021,26 759 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
671,BMW X5,97898,BMW,X5,2020,11 700 km,Hibrid,286 CP,2 998 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
672,Porsche Cayenne Standard,99900,Porsche,Cayenne,2023,9 900 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
673,BMW X5 xDrive30d,76530,BMW,X5,2020,6 050 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
674,Ford Focus 1.5 EcoBlue ST Line Business,12900,Ford,Focus,2019,147 800 km,Diesel,120 CP,1 499 cm3,Fata,Euro 6d,Manuala,Combi,Germania,Da,Da
675,Volkswagen Golf 2.0 TDI DPF 4Motion Highline,6499,Volkswagen,Golf,2010,257 359 km,Diesel,140 CP,1 968 cm3,4x4 (automat),,Manuala,Compacta,,,
676,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,15799,Nissan,Qashqai,2017,165 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,Germania,Da,Da
677,Audi Q3 2.0 TDI Quattro,13300,Audi,Q3,2013,202 500 km,Diesel,140 CP,1 968 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
678,Volkswagen Golf 1.4 TSI Comfortline,6200,Volkswagen,Golf,2009,240 000 km,Benzina,122 CP,1 390 cm3,,,Manuala,Compacta,,,
679,BMW Seria 3,8400,BMW,Seria 3,2008,268 320 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Automata,Cabrio,Belgia,,
680,Toyota Corolla Sedan 1.8 HSD Dynamic,20000,Toyota,Corolla,2020,61 000 km,Hibrid,97 CP,1 798 cm3,,,Automata,Sedan,,,
681,Ford Kuga 2.0 TDCi 4WD Powershift Titanium,7890,Ford,Kuga,2011,210 442 km,Diesel,163 CP,1 997 cm3,4x4 (automat),,Automata,SUV,,,
682,BMW Seria 1 120d,4000,BMW,Seria 1,2007,201 200 km,Diesel,177 CP,1 995 cm3,Spate,Euro 4,Manuala,Compacta,,,Da
